question_id,category,project,context_size_blocks,mode,oom,exact_match,f1_score,numeric_preservation,gold_block_recall,suffix_error,abstention_correct,is_abstention,ttft_ms,decode_ms,e2e_ms,selector_latency_ms,tokens_per_sec_in,tokens_per_sec_out,effective_context_tokens_per_sec,kept_blocks_count,token_reduction_pct
Q0017,A,RADAR-17,200,predictor_cached,False,True,1.0,True,True,False,True,False,62.83939999775612,1351.5698000010161,1414.4091999987722,31.496900000092865,6795.099889802375,43.65294341435836,17705.16079849175,4,98.0
Q0028,A,COSMOS-28,200,predictor_cached,False,True,1.0,True,True,False,True,False,71.93550000010873,1598.1102000005194,1670.0457000006281,31.47120000085124,5991.478477237922,37.54434456396092,15045.398608722453,4,98.0
Q0004,A,ECLIPSE-4,200,predictor_cached,False,True,1.0,True,True,False,True,False,55.03610000232584,1692.0532999974967,1747.0893999998225,33.72529999978724,9448.343904782945,30.731892429202396,14375.442880163562,4,98.0
Q0024,A,ZENITH-24,200,predictor_cached,False,True,1.0,True,True,False,True,False,114.95250000007218,2140.4662000022654,2255.4187000023376,31.907399999909103,3731.976251057877,28.031276550845092,11192.107675409665,4,98.0
Q0007,A,HELIOS-7,200,predictor_cached,False,True,1.0,True,True,False,True,False,123.43659999896772,1647.3205000002054,1770.757099999173,31.542199999421427,4180.283643622031,35.208691933350416,14204.078090703339,4,98.0
Q0008,A,IRIS-8,200,predictor_cached,False,True,1.0,True,True,False,True,False,66.96880000163219,1716.0227999993367,1782.991600000969,24.978800000099,6376.10349878739,33.799084720798824,14159.52385060335,4,98.0
Q0023,A,XENON-23,200,predictor_cached,False,True,1.0,True,True,False,True,False,59.00869999823044,1307.4330000017653,1366.4416999999958,31.60810000008496,8829.206540995207,39.772592553446174,18311.221817705293,4,98.0
Q0000,A,APEX-0,200,predictor_cached,False,True,1.0,True,True,False,True,False,91.83839999968768,1466.6261000020313,1558.464500001719,24.922400000832567,5629.453474818357,40.228385407786135,16167.874067897585,4,98.0
Q0003,A,DAWN-3,200,predictor_cached,False,True,1.0,True,True,False,True,False,55.76570000266656,1184.3627999987802,1240.1285000014468,31.836300000577467,7657.03649339257,43.9054654537052,20126.343118897046,4,98.0
Q0020,A,URANUS-20,200,predictor_cached,False,True,1.0,True,True,False,True,False,51.985900001454866,1423.054899998533,1475.040799999988,31.59479999976611,8290.709596023886,42.16281466025088,16991.500798205074,4,98.0
Q0044,B,LUNA-44,200,predictor_cached,False,True,1.0,True,True,False,True,False,83.91369999662857,1414.2151000014564,1498.128799998085,31.227700000272307,5136.229245252163,42.42636074239216,16739.066398205712,4,98.0
Q0053,B,URANUS-53,200,predictor_cached,False,True,1.0,True,True,False,True,False,82.995500000834,1480.6709999975283,1563.6664999983623,31.864300000052026,5193.052635331663,40.522168665490284,16044.817185619633,4,98.0
Q0045,B,METEOR-45,200,predictor_cached,False,True,1.0,True,True,False,True,False,88.3892999991076,1521.0661000019172,1609.4554000010248,29.994699999406294,6889.974239032876,34.1865485003804,15614.991880505097,4,98.0
Q0041,B,IRIS-41,200,predictor_cached,False,True,1.0,True,True,False,True,False,81.71840000068187,1651.1678999995638,1732.8863000002457,31.550500000776083,5249.735677600398,35.73228379743549,14508.878980525216,4,98.0
Q0046,B,NEXUS-46,200,predictor_cached,False,True,1.0,True,True,False,True,False,74.2644999991171,1524.964700001874,1599.229200000991,31.229999999595748,7001.999609587111,34.09914996716717,15701.098193681133,4,98.0
Q0050,B,RADAR-50,200,predictor_cached,False,True,1.0,True,True,False,True,False,72.323200001847,1657.895299998927,1730.218500000774,31.485699999393546,7203.774169100574,35.58728949894375,14531.383872501165,4,98.0
Q0047,B,ORION-47,200,predictor_cached,False,True,1.0,True,True,False,True,False,110.07109999991371,1861.544600000343,1971.6157000002568,31.288600000152655,3897.4808101339618,31.694110364043453,12781.439432725152,4,98.0
Q0037,B,ECLIPSE-37,200,predictor_cached,False,True,1.0,True,True,False,True,False,82.99329999863403,1878.9982000016607,1961.9915000002948,31.337899999925867,6277.615181087811,32.46410773567856,12842.834706595491,4,98.0
Q0056,B,XENON-56,200,predictor_cached,False,True,1.0,True,True,False,True,False,81.58869999897433,1862.9806999997527,1944.569399998727,28.315000000475266,6385.688214256994,34.35354966372357,12975.92499591479,4,98.0
Q0049,B,QUASAR-49,200,predictor_cached,False,True,1.0,True,True,False,True,False,74.98649999979534,1749.9867999977141,1824.9732999975095,29.218699999546516,8148.133330688425,34.28597289995466,13806.552935208785,4,98.0
Q0039,B,GENESIS-39,200,predictor_cached,False,True,1.0,True,True,False,True,False,83.01330000176677,1665.6387999973958,1748.6520999991626,31.20200000012119,7287.988792002292,35.42184536052609,14383.201409604473,4,98.0
Q0042,B,JUPITER-42,200,predictor_cached,False,True,1.0,True,True,False,True,False,91.75870000035502,1512.1722000003501,1603.9309000007052,31.454899999516783,5667.037566988069,34.38761802391815,15653.798632711942,4,98.0
